id,title,dayPort,price,basePrice,promotion,activityLevel,stock,stockStatus,categories,interests,restrictions,descriptionWordCount,highlightCount,description,highlights,copyForAnalysis
Y9DA,Small Group: Glacier Dogsledding Demonstration by Helicopter,"Day 5 | SKAGWAY, ALASKA",907.99,907.99,(20% OFF) FLASH SALE,Moderate,9999,IN_STOCK,Shore Excursions; Excursions,Small Group Discoveries; Flightseeing,,39,7,"Fly deep into Alaska's glacier wilderness to meet the remarkable sled dogs and mushers of the Iditarod. Land on remote Denver Glacier, hear trail stories, watch an exciting dogsledding demonstration, and cuddle future champions on this unforgettable small‑group adventure.","After a short drive from port, begin your journey at the helicopter base in Skagway, where you check in and gear up.; Board your helicopter and take to the skies for an awe-inspiring flight above the Taiya Inlet, weaving through towering mountain peaks, cascading waterfalls, and lush alpine forests.; After landing gently on Denver Glacier, step out and be greeted by an experienced musher and their team of eager sled dogs.; The musher shares fascinating stories about their life on the trail, the grueling Iditarod Race, and the incredible bond between musher and dog.; Watch as the musher demonstrates how these elite canine athletes work together to pull a sled across the glacier.; After the demonstration, meet the future champions—adorable sled dog puppies! Take time to cuddle with these playful pups and snap photos with them against the pristine glacier landscape.; Conclude your Glacier Sled Dog Experience excursion with another helicopter ride back to Skagway. Upon landing, de-gear and take a moment to savor the memories of this extraordinary day, before heading back to your ship.","Small Group: Glacier Dogsledding Demonstration by Helicopter

Fly deep into Alaska's glacier wilderness to meet the remarkable sled dogs and mushers of the Iditarod. Land on remote Denver Glacier, hear trail stories, watch an exciting dogsledding demonstration, and cuddle future champions on this unforgettable small‑group adventure.

After a short drive from port, begin your journey at the helicopter base in Skagway, where you check in and gear up.

Board your helicopter and take to the skies for an awe-inspiring flight above the Taiya Inlet, weaving through towering mountain peaks, cascading waterfalls, and lush alpine forests.

After landing gently on Denver Glacier, step out and be greeted by an experienced musher and their team of eager sled dogs.

The musher shares fascinating stories about their life on the trail, the grueling Iditarod Race, and the incredible bond between musher and dog.

Watch as the musher demonstrates how these elite canine athletes work together to pull a sled across the glacier.

After the demonstration, meet the future champions—adorable sled dog puppies! Take time to cuddle with these playful pups and snap photos with them against the pristine glacier landscape.

Conclude your Glacier Sled Dog Experience excursion with another helicopter ride back to Skagway. Upon landing, de-gear and take a moment to savor the memories of this extraordinary day, before heading back to your ship."
KEBK,"Destination Highlight: Rainforest Wildlife Sanctuary, Eagles and Totems","Day 3 | KETCHIKAN, ALASKA",140.99,140.99,(30% OFF) FLASH SALE,Moderate,9999,IN_STOCK,Shore Excursions; Excursions,Cultural; Nature & Wildlife; Destination Highlights,,82,3,"Delve into the heart of Ketchikan's rainforest on a scenic eco-tour at an exclusive reserve, led by a naturalist. Begin your day at Herring Cover, following your naturalist along a nature trail through dense forest and across tall stands of hemlock, spruce, and Alaska cedar. Enjoy stops at picture-perfect viewing areas along the way. At Eagle Creek, a protected estuary, keep an eye out for local wildlife, including bears and seals during salmon spawning season. Also watch for mink, Marten, and wolves.","Embark on a scenic eco-tour, complete with a nature hike a native totem carver, totem park and historic sawmill.; Follow Eagle Creek at an open estuary along an elevated wooden boardwalk overlooking grassy wetlands.; Visit Herring Cove, home to eagles, Black Bears, seals, and a variety of other species.","Destination Highlight: Rainforest Wildlife Sanctuary, Eagles and Totems

Delve into the heart of Ketchikan's rainforest on a scenic eco-tour at an exclusive reserve, led by a naturalist. Begin your day at Herring Cover, following your naturalist along a nature trail through dense forest and across tall stands of hemlock, spruce, and Alaska cedar. Enjoy stops at picture-perfect viewing areas along the way. At Eagle Creek, a protected estuary, keep an eye out for local wildlife, including bears and seals during salmon spawning season. Also watch for mink, Marten, and wolves.

Embark on a scenic eco-tour, complete with a nature hike a native totem carver, totem park and historic sawmill.

Follow Eagle Creek at an open estuary along an elevated wooden boardwalk overlooking grassy wetlands.

Visit Herring Cove, home to eagles, Black Bears, seals, and a variety of other species."
KEBL,Destination Highlight: Ketchikan Duck Tour,"Day 3 | KETCHIKAN, ALASKA",102.99,102.99,(25% OFF) LAST CHANCE SAVINGS,Mild,9999,IN_STOCK,Shore Excursions; Excursions,Active; Destination Highlights; Aquatics & Water Activity ,,149,3,"Discover the history and beauty of Ketchikan, the “Salmon Capital of the World” by land and sea, aboard our Duck amphibious vehicle. Your journey begins with a scenic drive through Ketchikan’s rustic streets. View the salmon ladder on Ketchikan Creek, seeing the spawning grounds and live salmon in season. Learn about the importance of the salmon industry to the region. Then, pass breathtaking Whale Park with its lovely flowers and unique totem poles. See Creek Street, where you’ll hear tales of Ketchikan’s colorful past and salty beginnings. Then, marvel as your bus becomes a boat and your Duck bus literally drives into the scenic harbor of the Tongass Narrows. Pass the local fishing fleet. Motor down the channel for up-close views of canneries, seaplane docks, and the Ketchikan waterfront community. Take in the breathtaking scenery of southeast Alaska’s temperate rainforest, looking out for bald eagles and other majestic wildlife.",Explore Ketchikan's most historic regions and rustic charms.; Travel past the Salmon ladder on Ketchikan Creek and catch fish leaping upstream.; Discover beautiful Whale Park with its striking totem poles and stunning flowers.,"Destination Highlight: Ketchikan Duck Tour

Discover the history and beauty of Ketchikan, the “Salmon Capital of the World” by land and sea, aboard our Duck amphibious vehicle. Your journey begins with a scenic drive through Ketchikan’s rustic streets. View the salmon ladder on Ketchikan Creek, seeing the spawning grounds and live salmon in season. Learn about the importance of the salmon industry to the region. Then, pass breathtaking Whale Park with its lovely flowers and unique totem poles. See Creek Street, where you’ll hear tales of Ketchikan’s colorful past and salty beginnings. Then, marvel as your bus becomes a boat and your Duck bus literally drives into the scenic harbor of the Tongass Narrows. Pass the local fishing fleet. Motor down the channel for up-close views of canneries, seaplane docks, and the Ketchikan waterfront community. Take in the breathtaking scenery of southeast Alaska’s temperate rainforest, looking out for bald eagles and other majestic wildlife.

Explore Ketchikan's most historic regions and rustic charms.

Travel past the Salmon ladder on Ketchikan Creek and catch fish leaping upstream.

Discover beautiful Whale Park with its striking totem poles and stunning flowers."
KEBN,Destination Highlight: Bering Sea Crab Fishermen's Tour,"Day 3 | KETCHIKAN, ALASKA",336.99,336.99,(10% OFF) PRE-CRUISE SAVINGS,Mild,9999,IN_STOCK,Shore Excursions; Excursions,Active; Nature & Wildlife; Destination Highlights; Aquatics & Water Activity ,Are you greater than or equal to 5.0 years ?,148,3,"Set out to sea aboard the Aleutian Ballad, a Bering Sea crab boat, for an adventure that’s so carefree even landlubbers can do it. This actual boat was featured on season two of the Discovery Channel series, Deadliest Catch, and it’s seen some serious rolling seas and massive rogue waves. Fortunately, that won’t happen today. Instead, you’ll cruise calm waters as the fishing crew demonstrates the art of crabbing and long line fishing. Watch as massive crab pots are hauled on deck. Plus, check out the unique octopus pots, and keep your eyes peeled as long lines are pulled from the deep to see what might be on the other end. During the voyage, you’re also likely to spot wildlife, including majestic Bald Eagles, so keep those cameras ready. This award-winning excursion gives you a fun, safe and easy taste of the hard-earned life on the Bering Sea.","Enjoy stadium-style seating on your quest across the Inside Passage.; Discover amazing wildlife, including eagles, crabs, and octopus.; Learn about commercial fishing and the fishermen's unique adventures.","Destination Highlight: Bering Sea Crab Fishermen's Tour

Set out to sea aboard the Aleutian Ballad, a Bering Sea crab boat, for an adventure that’s so carefree even landlubbers can do it. This actual boat was featured on season two of the Discovery Channel series, Deadliest Catch, and it’s seen some serious rolling seas and massive rogue waves. Fortunately, that won’t happen today. Instead, you’ll cruise calm waters as the fishing crew demonstrates the art of crabbing and long line fishing. Watch as massive crab pots are hauled on deck. Plus, check out the unique octopus pots, and keep your eyes peeled as long lines are pulled from the deep to see what might be on the other end. During the voyage, you’re also likely to spot wildlife, including majestic Bald Eagles, so keep those cameras ready. This award-winning excursion gives you a fun, safe and easy taste of the hard-earned life on the Bering Sea.

Enjoy stadium-style seating on your quest across the Inside Passage.

Discover amazing wildlife, including eagles, crabs, and octopus.

Learn about commercial fishing and the fishermen's unique adventures."
KEBS,Destination Highlights: Misty Fjords and Wilderness Explorer,"Day 3 | KETCHIKAN, ALASKA",285.99,285.99,(25% OFF) FLASH SALE,Mild,9999,IN_STOCK,Shore Excursions; Excursions,Nature & Wildlife; Destination Highlights; Aquatics & Water Activity ,,148,3,"Experience the wilds of Misty Fjord(s) on a cruise that’s both awe inspiring and eye-opening. Go exploring aboard one of the fastest and most luxurious sightseeing vessels in Alaska. Cruise past the float planes and fishing boats of Ketchikan Harbor and throttle up for a fun-filled run along the rugged coastline bordering Revillagigedo Channel. Enter Behm Canal and enjoy complimentary snacks as you glide past the pristine beauty of Misty Fjords, a land the great naturalist and environmental philosopher, John Muir, once coined, “the Yosemite of the North.” Along the way, stop to view a Bald Eagle nest and a Tlingit pictograph. Witness Eddystone Rock, a volcanic wonder rising from the sea and delight in a leisurely cruise through Rudyerd Bay, an ice carved masterpiece. Journey beneath 3000-foot-high cliffs, sculpted by glacier movement, as your expert guide talks about the history, geology and wildlife of this breathtaking landscape.","Explore the mysterious Rudyerd Bay, surrounded by 3,000-ft high granite cliffs.; Glide beneath miles of icy mountain tops and spectacular evergreen forest canopies.; View wildlife and learn about the natural history of the area.","Destination Highlights: Misty Fjords and Wilderness Explorer

Experience the wilds of Misty Fjord(s) on a cruise that’s both awe inspiring and eye-opening. Go exploring aboard one of the fastest and most luxurious sightseeing vessels in Alaska. Cruise past the float planes and fishing boats of Ketchikan Harbor and throttle up for a fun-filled run along the rugged coastline bordering Revillagigedo Channel. Enter Behm Canal and enjoy complimentary snacks as you glide past the pristine beauty of Misty Fjords, a land the great naturalist and environmental philosopher, John Muir, once coined, “the Yosemite of the North.” Along the way, stop to view a Bald Eagle nest and a Tlingit pictograph. Witness Eddystone Rock, a volcanic wonder rising from the sea and delight in a leisurely cruise through Rudyerd Bay, an ice carved masterpiece. Journey beneath 3000-foot-high cliffs, sculpted by glacier movement, as your expert guide talks about the history, geology and wildlife of this breathtaking landscape.

Explore the mysterious Rudyerd Bay, surrounded by 3,000-ft high granite cliffs.

Glide beneath miles of icy mountain tops and spectacular evergreen forest canopies.

View wildlife and learn about the natural history of the area."
KEBG,Destination Highlight: Knudson Cove Salmon Fishing,"Day 3 | KETCHIKAN, ALASKA",334.99,334.99,(30% OFF) FLASH SALE,Moderate,9999,IN_STOCK,Shore Excursions; Excursions,Active; Small Group Discoveries; Aquatics & Water Activity ; Sustainable,Are you greater than or equal to 5.0 years ?,401,3,"Don't miss this highlight of your Alaskan Cruise - fishing for salmon. Experience a narrated tour of the city and outlying areas, learning about the history and lifestyle of Ketchikan from a seasoned and knowledgeable charter Captain. What better way to spend your time in the 'Salmon Capital of the World'? The Knudson Cove Marina welcomes the opportunity to show you, your family and friends the charm and majestic beauty of Southeast Alaska. Located just 30 minutes from downtown Ketchikan, the marina boasts a locale on prime fishing grounds. You will have about 3 hours of fishing, and due to its convenient location, you'll only be a few minutes from the dock before your lines hit the water. With only 4 to 6 passengers assigned to each fishing boat, this fleet offers you the chance for individualized attention. Whether you're an experienced angler or a novice, your Coast Guard licensed Captain will treat you to a memorable excursion as he shows you the 'ins' and 'outs' of fishing in Alaska. In between reeling in your catch, you can marvel at the wildlife – seals, sea lions, otter, porpoise, and even whales might treat you to a show, while bald eagles will offer you a superb photo opportunity as they swoop down to grasp their own ""catch of the day."" The type of fishing that you'll be doing is trolling for salmon with downriggers. Downriggers are used to hold the fishing lines deep in the water. Most of the time 4 to 5 rods will be used and boats hold 4-6 persons. The fishing lines will be clipped or connected to the downrigger system and then the lines are dropped to a specified depth using a large weight that is attached to the downrigger. The poles will be set or held in rod holders while the boat trolls or moves along. When a fish strikes, the line will come free of the downrigger the guest will then take the rod out of the rod holder, set the hook and play the fish. After a fish is played and landed guests will be asked to rotate over one position, sometimes one pole and type of lure catches the majority of the fish and by rotating everyone then has a fair chance of catching. To ship the daily catch home - Custom Fish Processing is available for an additional charge. Major credit card required.","Embark on a guided fishing charter into the fertile waters of Knudson Cove.; Set out your lines and get ready to real in your fresh salmon catch.; Keep your eyes peeled for seals, whales, bald eagles and other Alaskan wildlife.","Destination Highlight: Knudson Cove Salmon Fishing

Don't miss this highlight of your Alaskan Cruise - fishing for salmon. Experience a narrated tour of the city and outlying areas, learning about the history and lifestyle of Ketchikan from a seasoned and knowledgeable charter Captain. What better way to spend your time in the 'Salmon Capital of the World'? The Knudson Cove Marina welcomes the opportunity to show you, your family and friends the charm and majestic beauty of Southeast Alaska. Located just 30 minutes from downtown Ketchikan, the marina boasts a locale on prime fishing grounds. You will have about 3 hours of fishing, and due to its convenient location, you'll only be a few minutes from the dock before your lines hit the water. With only 4 to 6 passengers assigned to each fishing boat, this fleet offers you the chance for individualized attention. Whether you're an experienced angler or a novice, your Coast Guard licensed Captain will treat you to a memorable excursion as he shows you the 'ins' and 'outs' of fishing in Alaska. In between reeling in your catch, you can marvel at the wildlife – seals, sea lions, otter, porpoise, and even whales might treat you to a show, while bald eagles will offer you a superb photo opportunity as they swoop down to grasp their own ""catch of the day."" The type of fishing that you'll be doing is trolling for salmon with downriggers. Downriggers are used to hold the fishing lines deep in the water. Most of the time 4 to 5 rods will be used and boats hold 4-6 persons. The fishing lines will be clipped or connected to the downrigger system and then the lines are dropped to a specified depth using a large weight that is attached to the downrigger. The poles will be set or held in rod holders while the boat trolls or moves along. When a fish strikes, the line will come free of the downrigger the guest will then take the rod out of the rod holder, set the hook and play the fish. After a fish is played and landed guests will be asked to rotate over one position, sometimes one pole and type of lure catches the majority of the fish and by rotating everyone then has a fair chance of catching. To ship the daily catch home - Custom Fish Processing is available for an additional charge. Major credit card required.

Embark on a guided fishing charter into the fertile waters of Knudson Cove.

Set out your lines and get ready to real in your fresh salmon catch.

Keep your eyes peeled for seals, whales, bald eagles and other Alaskan wildlife."
KEA9,Destination Highlight: Ancient Totem Poles and Rainforest Canoe Ride,"Day 3 | KETCHIKAN, ALASKA",198.99,198.99,(20% OFF) FLASH SALE,Moderate,8,LOW_STOCK,Shore Excursions; Excursions,Cultural; Sightseeing; Destination Highlights; Aquatics & Water Activity ,,124,3,"Discover the history and rugged beauty of ""The Last Frontier "" as you embark on an Alaskan adventure in Ketchikan that showcases authentic totem poles, Native culture, and culminates with an exciting canoe ride across a pristine mountain lake. Your day begins at Totem Bright State Park, located on the former site of a traditional Native campground. Trace a path back to the early days of the region while marveling at an array of remarkable totem poles and artifacts. After, you'll head to Lake Harriet Hunt, where you'll learn about the ancient tools that were used to carve incredible canoes, then board a canoe of your own and paddle across the lake to a local camp for an Alaskan-style lunch and scenic nature walk.","Immerse yourself in the art, culture, and traditions of Southeast Alaskan Native culture as you explore Totem Bight State Park.; Travel like the native Alaskans once did, as you glide across Lake Harriet Hunt in an easy-to-paddle, 37-foot Native-style canoe.; Sample Alaskan-style fare, including clam chowder, smoked salmon, and wild berry jam.","Destination Highlight: Ancient Totem Poles and Rainforest Canoe Ride

Discover the history and rugged beauty of ""The Last Frontier "" as you embark on an Alaskan adventure in Ketchikan that showcases authentic totem poles, Native culture, and culminates with an exciting canoe ride across a pristine mountain lake. Your day begins at Totem Bright State Park, located on the former site of a traditional Native campground. Trace a path back to the early days of the region while marveling at an array of remarkable totem poles and artifacts. After, you'll head to Lake Harriet Hunt, where you'll learn about the ancient tools that were used to carve incredible canoes, then board a canoe of your own and paddle across the lake to a local camp for an Alaskan-style lunch and scenic nature walk.

Immerse yourself in the art, culture, and traditions of Southeast Alaskan Native culture as you explore Totem Bight State Park.

Travel like the native Alaskans once did, as you glide across Lake Harriet Hunt in an easy-to-paddle, 37-foot Native-style canoe.

Sample Alaskan-style fare, including clam chowder, smoked salmon, and wild berry jam."
JUQ8,Destination Highlight: Mendenhall Glacier River Rafting,"Day 4 | JUNEAU, ALASKA",254.99,254.99,(10% OFF) PRE-CRUISE SAVINGS,Moderate,9999,IN_STOCK,Shore Excursions; Excursions,Active; Nature & Wildlife; Destination Highlights; Aquatics & Water Activity ; Sustainable,Are you greater than or equal to 50.0 lbs ?,69,3,"River rafting, icebergs and a snack! Your experienced guide will steer you across the serene waters of Mendenhall Lake, past floating icebergs to the Mendenhall River. Here you'll float a 5-mile section of a glacial stream which includes short stretches of mild to moderate rapids. Enjoy spectacular views of the Mendenhall Glacier and soak in the amazing scenery. Learn about the history of the river and lookout for wildlife.",Float a 5-mile section of a glacial stream.; Enjoy Spectacular mountain and valley views while learning about the process that formed this scenic valley.; Join a paddle raft team or let an expert take the helm.,"Destination Highlight: Mendenhall Glacier River Rafting

River rafting, icebergs and a snack! Your experienced guide will steer you across the serene waters of Mendenhall Lake, past floating icebergs to the Mendenhall River. Here you'll float a 5-mile section of a glacial stream which includes short stretches of mild to moderate rapids. Enjoy spectacular views of the Mendenhall Glacier and soak in the amazing scenery. Learn about the history of the river and lookout for wildlife.

Float a 5-mile section of a glacial stream.

Enjoy Spectacular mountain and valley views while learning about the process that formed this scenic valley.

Join a paddle raft team or let an expert take the helm."
JUR7,Small Group: Historic Gold Panning and Gold Creek Salmon Bake,"Day 4 | JUNEAU, ALASKA",165.99,165.99,(25% OFF) FLASH SALE,Mild,9999,IN_STOCK,Shore Excursions; Excursions,Cultural; Food and Wine; Small Group Discoveries,,87,3,"Enjoy a tour of Juneau including the state capitol, before arriving at Salmon Creek and the historic Wagner Mine to pan for gold. Learn to pan in the creek, or in the waist high demonstration trough. Then, enjoy an all you can eat adventure at Gold Creek Salmon Bake. A Juneau culinary tradition for more than 30 years. After your meal stroll under the rainforest canopy to the lovely Salmon Creek waterfall, roast marshmallows over an open campfire, or enjoy a piece of fresh baked blueberry cake.","Roast marshmallows over a campfire, stroll to the waterfall, or pan for gold.; Savor an all-you-can-eat adventure in a unique outdoor setting at the Gold Creek Salmon Bake.; Pan for gold in Salmon Creek at the Wagner mine, where you're guaranteed to find gold.","Small Group: Historic Gold Panning and Gold Creek Salmon Bake

Enjoy a tour of Juneau including the state capitol, before arriving at Salmon Creek and the historic Wagner Mine to pan for gold. Learn to pan in the creek, or in the waist high demonstration trough. Then, enjoy an all you can eat adventure at Gold Creek Salmon Bake. A Juneau culinary tradition for more than 30 years. After your meal stroll under the rainforest canopy to the lovely Salmon Creek waterfall, roast marshmallows over an open campfire, or enjoy a piece of fresh baked blueberry cake.

Roast marshmallows over a campfire, stroll to the waterfall, or pan for gold.

Savor an all-you-can-eat adventure in a unique outdoor setting at the Gold Creek Salmon Bake.

Pan for gold in Salmon Creek at the Wagner mine, where you're guaranteed to find gold."
JUQ6,Small Group: Helicopter Glacier Trek,"Day 4 | JUNEAU, ALASKA",,0,,Strenuous,1,LOW_STOCK,Shore Excursions; Excursions,Active; Flightseeing; Nature & Wildlife; Small Group Discoveries,Are you greater than or equal to 12.0 years ?; Are you less than or equal to 250.0 lbs ?,148,3,"Embark on a guided exploration of Juneau’s icefields that brings you both a big-picture and intimate perspective. Begin with a helicopter flightseeing tour that soars high above the frozen landscape. Marvel at a bird’s-eye view of the Alaskan wilds and the grandeur of Juneau’s glacial wonders. Touch down at the launch site for a 2-hour hike through this foreboding landscape. All the gear you need to keep safe and warm will be provided, and your mountaineering guide will get you prepared with expert instruction before the group sets out. You’ll trek to remote areas of the glacial landscape that few people ever witness. Along the way, your guide will provide fascinating commentary about glacial formation and movement. No climbing experience is required to participate in this exploration. Simply bring your love of the great outdoors and your guides will provide the basic skills needed for an awe-inspiring adventure.",Enjoy a panoramic perspective of Juneau’s “icescapes” on a 30-minute helicopter flightseeing tour.; Land and gear up for a 2-hour guided hike across the glacial terrain.; Trek to places few people ever witness while your expert guide provides insight into the glacial environment.,"Small Group: Helicopter Glacier Trek

Embark on a guided exploration of Juneau’s icefields that brings you both a big-picture and intimate perspective. Begin with a helicopter flightseeing tour that soars high above the frozen landscape. Marvel at a bird’s-eye view of the Alaskan wilds and the grandeur of Juneau’s glacial wonders. Touch down at the launch site for a 2-hour hike through this foreboding landscape. All the gear you need to keep safe and warm will be provided, and your mountaineering guide will get you prepared with expert instruction before the group sets out. You’ll trek to remote areas of the glacial landscape that few people ever witness. Along the way, your guide will provide fascinating commentary about glacial formation and movement. No climbing experience is required to participate in this exploration. Simply bring your love of the great outdoors and your guides will provide the basic skills needed for an awe-inspiring adventure.

Enjoy a panoramic perspective of Juneau’s “icescapes” on a 30-minute helicopter flightseeing tour.

Land and gear up for a 2-hour guided hike across the glacial terrain.

Trek to places few people ever witness while your expert guide provides insight into the glacial environment."
SKD9,"Destination Highlight: Gold Fever, Alaskan Sled Dogs and Exclusive Scenic Railway","Day 5 | SKAGWAY, ALASKA",314.99,314.99,(10% OFF) PRE-CRUISE SAVINGS,Mild,9999,IN_STOCK,Shore Excursions; Excursions,Cultural; Sightseeing; Nature & Wildlife; Destination Highlights; Sustainable,,165,3,"Enter the Gold Rush Training Camp, to learn how to extract paydirt, sluice, and assay your results. Learn the art of gold panning with a humorous and educational show. Practice your technique in heated water troughs. Authentic gold is guaranteed! Weigh your fortune with our assayers. Meet canine athletes that have run the world-famous Iditarod race as well as experienced mushers. Hear about the history of this breed through personal stories and an amazing collection of the gear necessary on long-distance races like the Iditarod. Observe the musher hooking them up to an authentic sled for a fast practice lap around the track. The next generation of puppies are there to cuddle and hold. Puppy kisses guaranteed! The adventure continues with your journey aboard the world-famous narrow gauge White Pass and Yukon Route Railroad to the 2,865-foot summit. Your guide will help with narration, some fun games, and a toast and snack at the summit all on a private train car just for your group.","Travel in style aboard the White Pass Scenic Railway and enjoy eye-popping views en route to the summit.; Meet Iditarod dogs and their mushers, and learn about the role sled dogs played in Alaska’s history. The next generation of puppies are there to cuddle and hold. Puppy kisses guaranteed!; Become a prospector of the Gold Rush era and learn various gold panning techniques and search for authentic Yukon gold at the warm-water troughs, where valuable gold is guaranteed!","Destination Highlight: Gold Fever, Alaskan Sled Dogs and Exclusive Scenic Railway

Enter the Gold Rush Training Camp, to learn how to extract paydirt, sluice, and assay your results. Learn the art of gold panning with a humorous and educational show. Practice your technique in heated water troughs. Authentic gold is guaranteed! Weigh your fortune with our assayers. Meet canine athletes that have run the world-famous Iditarod race as well as experienced mushers. Hear about the history of this breed through personal stories and an amazing collection of the gear necessary on long-distance races like the Iditarod. Observe the musher hooking them up to an authentic sled for a fast practice lap around the track. The next generation of puppies are there to cuddle and hold. Puppy kisses guaranteed! The adventure continues with your journey aboard the world-famous narrow gauge White Pass and Yukon Route Railroad to the 2,865-foot summit. Your guide will help with narration, some fun games, and a toast and snack at the summit all on a private train car just for your group.

Travel in style aboard the White Pass Scenic Railway and enjoy eye-popping views en route to the summit.

Meet Iditarod dogs and their mushers, and learn about the role sled dogs played in Alaska’s history. The next generation of puppies are there to cuddle and hold. Puppy kisses guaranteed!

Become a prospector of the Gold Rush era and learn various gold panning techniques and search for authentic Yukon gold at the warm-water troughs, where valuable gold is guaranteed!"
JUR8,Destination Highlight: Mendenhall Glacier and Salmon Bake,"Day 4 | JUNEAU, ALASKA",163.99,163.99,(5% OFF) PRE-CRUISE SAVINGS,Mild,3,LOW_STOCK,Shore Excursions; Excursions,Sustainable; Food and Wine; Nature & Wildlife; Destination Highlights,,151,3,"Embark on an excursion that takes you to the most popular landmark in Juneau and wraps up with an Alaskan-style salmon feast. Enjoy a scenic drive to Mendenhall Glacier, the world’s largest glacier accessible by roadway. Gaze out from the vantage point at the Mendenhall Glacier Visitor Center and marvel at one of North America’s most awe-inspiring wonders. Learn about glacial movement and the immense force of the Mendenhall from the knowledgeable experts at the Visitor Center. From here, you’ll travel to a lovely spot in the Alaskan rainforest for an al fresco salmon bake. Relax to musical entertainment and warm up in the covered and heated pavilion. Or, go for a trek to find a nearby creek, waterfall, and the remnants of an abandoned mine. Then, it’s time to savor a feast of alder wood-grilled salmon, barbecue ribs, and an assortment of sides sure to satisfy the heartiest wilderness appetite.","Enjoy a scenic drive to Mendenhall Glacier, the crown jewel of the Juneau ice field.; Take in spectacular views and capture stunning photos of this natural wonder and national treasure.; Savor an outdoor Alaskan salmon bake, featuring alder wood-grilled salmon and all the trimmings.","Destination Highlight: Mendenhall Glacier and Salmon Bake

Embark on an excursion that takes you to the most popular landmark in Juneau and wraps up with an Alaskan-style salmon feast. Enjoy a scenic drive to Mendenhall Glacier, the world’s largest glacier accessible by roadway. Gaze out from the vantage point at the Mendenhall Glacier Visitor Center and marvel at one of North America’s most awe-inspiring wonders. Learn about glacial movement and the immense force of the Mendenhall from the knowledgeable experts at the Visitor Center. From here, you’ll travel to a lovely spot in the Alaskan rainforest for an al fresco salmon bake. Relax to musical entertainment and warm up in the covered and heated pavilion. Or, go for a trek to find a nearby creek, waterfall, and the remnants of an abandoned mine. Then, it’s time to savor a feast of alder wood-grilled salmon, barbecue ribs, and an assortment of sides sure to satisfy the heartiest wilderness appetite.

Enjoy a scenic drive to Mendenhall Glacier, the crown jewel of the Juneau ice field.

Take in spectacular views and capture stunning photos of this natural wonder and national treasure.

Savor an outdoor Alaskan salmon bake, featuring alder wood-grilled salmon and all the trimmings."
JUK4,Destination Highlight: Alaska State Museum and Salmon Bake,"Day 4 | JUNEAU, ALASKA",154.99,154.99,(20% OFF) FLASH SALE,Mild,9999,IN_STOCK,Shore Excursions; Excursions,Cultural; Sightseeing; Sustainable; Food and Wine; Destination Highlights,,114,1,"It's off to the Alaska State Museum, which is newly renovated, to see the fascinating exhibits and enjoy a journey through the state's history. Then, head to the Salmon Bake and indulge in a feast under an outdoor canopy in the rainforest. Savor wild grilled Alaskan salmon, grilled chicken, Caesar salad with salmon, coleslaw, baked beans, rice pilaf, cheesy potatoes, and cornbread, topped off with blueberry cake and accompanied by lemonade, tea, and water. The tour ends at the Salmon Bake and guests can stay as long as they wish (and eat as much as they like). When you're ready to return to the ship, hop on a shuttle, which leaves every 15 minutes.","Explore the Alaska State Museum, which showcases the diverse cultures that have inhabited this rustically beautiful land.","Destination Highlight: Alaska State Museum and Salmon Bake

It's off to the Alaska State Museum, which is newly renovated, to see the fascinating exhibits and enjoy a journey through the state's history. Then, head to the Salmon Bake and indulge in a feast under an outdoor canopy in the rainforest. Savor wild grilled Alaskan salmon, grilled chicken, Caesar salad with salmon, coleslaw, baked beans, rice pilaf, cheesy potatoes, and cornbread, topped off with blueberry cake and accompanied by lemonade, tea, and water. The tour ends at the Salmon Bake and guests can stay as long as they wish (and eat as much as they like). When you're ready to return to the ship, hop on a shuttle, which leaves every 15 minutes.

Explore the Alaska State Museum, which showcases the diverse cultures that have inhabited this rustically beautiful land."
